UniProtKB	Symbol	Name	Anntation_qualifier	GO_class_direct	Annotation_extension	Contributor	Organism	Evidence	Envidence_with	PANTHER_family	Type	Isoform	Reference	Date
Q02218	OGDH	"2-oxoglutarate dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR23152	protein		Reactome:R-HSA-6792572	20130528
Q02218	OGDH	"2-oxoglutarate dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR23152	protein		Reactome:R-HSA-71037	20130528
Q02218	OGDH	"2-oxoglutarate dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR23152	protein		Reactome:R-HSA-71401	20130528
O14561	NDUFAB1	"Acyl carrier protein, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR20863	protein		Reactome:R-HSA-163217	20130528
O14561	NDUFAB1	"Acyl carrier protein, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR20863	protein		Reactome:R-HSA-6793590	20130528
O14561	NDUFAB1	"Acyl carrier protein, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR20863	protein		Reactome:R-HSA-6799178	20130528
O14561	NDUFAB1	"Acyl carrier protein, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR20863	protein		Reactome:R-HSA-6799179	20130528
O14561	NDUFAB1	"Acyl carrier protein, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR20863	protein		Reactome:R-HSA-6799191	20130528
O14561	NDUFAB1	"Acyl carrier protein, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR20863	protein		Reactome:R-HSA-6799196	20130528
O14561	NDUFAB1	"Acyl carrier protein, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR20863	protein		Reactome:R-HSA-6799197	20130528
O14561	NDUFAB1	"Acyl carrier protein, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR20863	protein		Reactome:R-HSA-6799202	20130528
Q9NX14	NDUFB11	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13327	protein		Reactome:R-HSA-163217	20130528
Q9NX14	NDUFB11	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13327	protein		Reactome:R-HSA-6799178	20130528
Q9NX14	NDUFB11	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13327	protein		Reactome:R-HSA-6799179	20130528
Q9NX14	NDUFB11	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13327	protein		Reactome:R-HSA-6799191	20130528
Q9NX14	NDUFB11	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13327	protein		Reactome:R-HSA-6799196	20130528
Q9NX14	NDUFB11	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13327	protein		Reactome:R-HSA-6799197	20130528
Q9NX14	NDUFB11	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13327	protein		Reactome:R-HSA-6799202	20130528
O14548	COX7A2L	"Cytochrome c oxidase subunit 7A-related protein, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR10510	protein		Reactome:R-HSA-163214	20130528
Q9P2R7	SUCLA2	"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11815	protein		Reactome:R-HSA-70997	20130528
Q02127	DHODH	"Dihydroorotate dehydrogenase (quinone), mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43517	protein		Reactome:R-HSA-73569	20130528
Q9P2J9	PDP2	"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 2, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13832	protein		Reactome:R-HSA-204169	20130528
P62072	TIMM10	Mitochondrial import inner membrane translocase subunit Tim10		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11038	protein		Reactome:R-HSA-1955380	20130528
P45954	ACADSB	"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43884	protein		Reactome:R-HSA-70800	20130528
P40305	IFI27	"Interferon alpha-inducible protein 27, mitochondrial"		GO:0005741		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR16932	protein		Reactome:R-HSA-1015702	20130528
O15528	CYP27B1	"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial"		GO:0005741		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24291	protein		Reactome:R-HSA-209868	20130528
P55809	OXCT1	"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13707	protein		Reactome:R-HSA-74177	20130528
Q02338	BDH1	"D-beta-hydroxybutyrate dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43313	protein		Reactome:R-HSA-73912	20130528
Q02338	BDH1	"D-beta-hydroxybutyrate dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43313	protein		Reactome:R-HSA-73920	20130528
Q02318	CYP27A1	"Sterol 26-hydroxylase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24291	protein		Reactome:R-HSA-191999	20130528
Q02318	CYP27A1	"Sterol 26-hydroxylase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24291	protein		Reactome:R-HSA-192042	20130528
Q02318	CYP27A1	"Sterol 26-hydroxylase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24291	protein		Reactome:R-HSA-192054	20130528
Q02318	CYP27A1	"Sterol 26-hydroxylase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24291	protein		Reactome:R-HSA-192123	20130528
Q02318	CYP27A1	"Sterol 26-hydroxylase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24291	protein		Reactome:R-HSA-193393	20130528
Q02318	CYP27A1	"Sterol 26-hydroxylase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24291	protein		Reactome:R-HSA-193460	20130528
Q02318	CYP27A1	"Sterol 26-hydroxylase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24291	protein		Reactome:R-HSA-193497	20130528
Q02318	CYP27A1	"Sterol 26-hydroxylase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24291	protein		Reactome:R-HSA-193713	20130528
Q02318	CYP27A1	"Sterol 26-hydroxylase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24291	protein		Reactome:R-HSA-193719	20130528
Q02318	CYP27A1	"Sterol 26-hydroxylase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24291	protein		Reactome:R-HSA-193737	20130528
Q02318	CYP27A1	"Sterol 26-hydroxylase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24291	protein		Reactome:R-HSA-193780	20130528
Q02318	CYP27A1	"Sterol 26-hydroxylase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24291	protein		Reactome:R-HSA-193787	20130528
Q02318	CYP27A1	"Sterol 26-hydroxylase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24291	protein		Reactome:R-HSA-193792	20130528
O94925	GLS	"Glutaminase kidney isoform, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12544	protein		Reactome:R-HSA-70609	20130528
P19404	NDUFV2	"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR10371	protein		Reactome:R-HSA-163217	20130528
P19404	NDUFV2	"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR10371	protein		Reactome:R-HSA-6788556	20130528
P19404	NDUFV2	"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR10371	protein		Reactome:R-HSA-6799179	20130528
P19404	NDUFV2	"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR10371	protein		Reactome:R-HSA-6799196	20130528
P19404	NDUFV2	"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR10371	protein		Reactome:R-HSA-6800870	20130528
P54819	AK2	"Adenylate kinase 2, mitochondrial"		GO:0005758		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR23359	protein		Reactome:R-HSA-110144	20130528
P54819	AK2	"Adenylate kinase 2, mitochondrial"		GO:0005758		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR23359	protein		Reactome:R-HSA-110145	20130528
Q9NTG7	SIRT3	"NAD-dependent protein deacetylase sirtuin-3, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11085	protein		Reactome:R-HSA-1605535	20130528
Q9NTG7	SIRT3	"NAD-dependent protein deacetylase sirtuin-3, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11085	protein		Reactome:R-HSA-5688289	20130528
Q9P0J1	PDP1	"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR13832	protein		Reactome:R-HSA-204169	20130528
Q9NZJ6	COQ3	"Ubiquinone biosynthesis O-methyltransferase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43464	protein		Reactome:R-HSA-2162186	20130528
Q9NZJ6	COQ3	"Ubiquinone biosynthesis O-methyltransferase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43464	protein		Reactome:R-HSA-2162193	20130528
P56556	NDUFA6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12964	protein		Reactome:R-HSA-163217	20130528
P56556	NDUFA6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12964	protein		Reactome:R-HSA-6799178	20130528
P56556	NDUFA6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12964	protein		Reactome:R-HSA-6799179	20130528
P56556	NDUFA6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12964	protein		Reactome:R-HSA-6799191	20130528
P56556	NDUFA6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12964	protein		Reactome:R-HSA-6799196	20130528
P56556	NDUFA6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12964	protein		Reactome:R-HSA-6799197	20130528
P56556	NDUFA6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12964	protein		Reactome:R-HSA-6799202	20130528
P04181	OAT	"Ornithine aminotransferase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11986	protein		Reactome:R-HSA-70654	20130528
P04181	OAT	"Ornithine aminotransferase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11986	protein		Reactome:R-HSA-70666	20130528
P56385	ATP5ME	"ATP synthase subunit e, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12427	protein		Reactome:R-HSA-164832	20130528
P56385	ATP5ME	"ATP synthase subunit e, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12427	protein		Reactome:R-HSA-164834	20130528
P56385	ATP5ME	"ATP synthase subunit e, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12427	protein		Reactome:R-HSA-164840	20130528
P56385	ATP5ME	"ATP synthase subunit e, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12427	protein		Reactome:R-HSA-8949580	20130528
P56381	ATP5F1E	"ATP synthase subunit epsilon, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12448	protein		Reactome:R-HSA-164832	20130528
P56381	ATP5F1E	"ATP synthase subunit epsilon, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12448	protein		Reactome:R-HSA-164834	20130528
P56381	ATP5F1E	"ATP synthase subunit epsilon, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12448	protein		Reactome:R-HSA-164840	20130528
P56381	ATP5F1E	"ATP synthase subunit epsilon, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12448	protein		Reactome:R-HSA-8949580	20130528
O15239	NDUFA1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR17098	protein		Reactome:R-HSA-163217	20130528
O15239	NDUFA1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR17098	protein		Reactome:R-HSA-6799178	20130528
O15239	NDUFA1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR17098	protein		Reactome:R-HSA-6799179	20130528
O15239	NDUFA1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR17098	protein		Reactome:R-HSA-6799191	20130528
O15239	NDUFA1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR17098	protein		Reactome:R-HSA-6799196	20130528
O15239	NDUFA1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR17098	protein		Reactome:R-HSA-6799197	20130528
O15239	NDUFA1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR17098	protein		Reactome:R-HSA-6799202	20130528
P24311	COX7B	"Cytochrome c oxidase subunit 7B, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR16716	protein		Reactome:R-HSA-163214	20130528
Q9NVH6	TMLHE	"Trimethyllysine dioxygenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR10696	protein		Reactome:R-HSA-71241	20130528
P12694	BCKDHA	"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43380	protein		Reactome:R-HSA-5693148	20130528
P12694	BCKDHA	"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43380	protein		Reactome:R-HSA-5693153	20130528
P12694	BCKDHA	"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43380	protein		Reactome:R-HSA-6792572	20130528
P12694	BCKDHA	"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43380	protein		Reactome:R-HSA-70713	20130528
P07954	FH	"Fumarate hydratase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11444	protein		Reactome:R-HSA-451033	20130528
P07954	FH	"Fumarate hydratase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11444	protein		Reactome:R-HSA-70982	20130528
P22830	FECH	"Ferrochelatase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11108	protein		Reactome:R-HSA-189465	20130528
P09669	COX6C	Cytochrome c oxidase subunit 6C		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12916	protein		Reactome:R-HSA-163214	20130528
P09622	DLD	"Dihydrolipoyl dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR22912	protein		Reactome:R-HSA-203946	20130528
P09622	DLD	"Dihydrolipoyl dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR22912	protein		Reactome:R-HSA-204169	20130528
P09622	DLD	"Dihydrolipoyl dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR22912	protein		Reactome:R-HSA-5693148	20130528
P09622	DLD	"Dihydrolipoyl dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR22912	protein		Reactome:R-HSA-5693153	20130528
P09622	DLD	"Dihydrolipoyl dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR22912	protein		Reactome:R-HSA-5694018	20130528
P09622	DLD	"Dihydrolipoyl dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR22912	protein		Reactome:R-HSA-6792572	20130528
P09622	DLD	"Dihydrolipoyl dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR22912	protein		Reactome:R-HSA-70713	20130528
P09622	DLD	"Dihydrolipoyl dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR22912	protein		Reactome:R-HSA-71037	20130528
P09622	DLD	"Dihydrolipoyl dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR22912	protein		Reactome:R-HSA-71397	20130528
P09622	DLD	"Dihydrolipoyl dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR22912	protein		Reactome:R-HSA-71401	20130528
O15382	BCAT2	"Branched-chain-amino-acid aminotransferase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11825	protein		Reactome:R-HSA-508179	20130528
O15382	BCAT2	"Branched-chain-amino-acid aminotransferase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11825	protein		Reactome:R-HSA-70724	20130528
P24539	ATP5PB	"ATP synthase F(0) complex subunit B1, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12733	protein		Reactome:R-HSA-164832	20130528
P24539	ATP5PB	"ATP synthase F(0) complex subunit B1, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12733	protein		Reactome:R-HSA-164834	20130528
P24539	ATP5PB	"ATP synthase F(0) complex subunit B1, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12733	protein		Reactome:R-HSA-164840	20130528
P24539	ATP5PB	"ATP synthase F(0) complex subunit B1, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12733	protein		Reactome:R-HSA-8949580	20130528
Q68CK6	ACSM2B	"Acyl-coenzyme A synthetase ACSM2B, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43605	protein		Reactome:R-HSA-159443	20130528
Q68CK6	ACSM2B	"Acyl-coenzyme A synthetase ACSM2B, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43605	protein		Reactome:R-HSA-159567	20130528
Q68CK6	ACSM2B	"Acyl-coenzyme A synthetase ACSM2B, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43605	protein		Reactome:R-HSA-177157	20130528
O00330	PDHX	"Pyruvate dehydrogenase protein X component, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR23151	protein		Reactome:R-HSA-203946	20130528
O00330	PDHX	"Pyruvate dehydrogenase protein X component, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR23151	protein		Reactome:R-HSA-204169	20130528
O00330	PDHX	"Pyruvate dehydrogenase protein X component, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR23151	protein		Reactome:R-HSA-6792572	20130528
O00330	PDHX	"Pyruvate dehydrogenase protein X component, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR23151	protein		Reactome:R-HSA-71397	20130528
P16219	ACADS	"Short-chain specific acyl-CoA dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43884	protein		Reactome:R-HSA-77319	20130528
P16219	ACADS	"Short-chain specific acyl-CoA dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43884	protein		Reactome:R-HSA-77327	20130528
P51649	ALDH5A1	"Succinate-semialdehyde dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43353	protein		Reactome:R-HSA-888548	20130528
Q86Y39	NDUFA11	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21382	protein		Reactome:R-HSA-163217	20130528
Q86Y39	NDUFA11	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21382	protein		Reactome:R-HSA-6799178	20130528
Q86Y39	NDUFA11	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21382	protein		Reactome:R-HSA-6799179	20130528
Q86Y39	NDUFA11	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21382	protein		Reactome:R-HSA-6799191	20130528
Q86Y39	NDUFA11	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21382	protein		Reactome:R-HSA-6799196	20130528
Q86Y39	NDUFA11	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21382	protein		Reactome:R-HSA-6799197	20130528
Q86Y39	NDUFA11	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR21382	protein		Reactome:R-HSA-6799202	20130528
O95363	FARS2	"Phenylalanine--tRNA ligase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11538	protein		Reactome:R-HSA-380203	20130528
P26440	IVD	"Isovaleryl-CoA dehydrogenase, mitochondrial"		GO:0005759		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR43884	protein		Reactome:R-HSA-70745	20130528
P08574	CYC1	"Cytochrome c1, heme protein, mitochondrial"		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR10266	protein		Reactome:R-HSA-164651	20130528
Q9P0J0	NDUFA13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12966	protein		Reactome:R-HSA-163217	20130528
Q9P0J0	NDUFA13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12966	protein		Reactome:R-HSA-6799178	20130528
Q9P0J0	NDUFA13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12966	protein		Reactome:R-HSA-6799179	20130528
Q9P0J0	NDUFA13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12966	protein		Reactome:R-HSA-6799191	20130528
Q9P0J0	NDUFA13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12966	protein		Reactome:R-HSA-6799196	20130528
Q9P0J0	NDUFA13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12966	protein		Reactome:R-HSA-6799197	20130528
Q9P0J0	NDUFA13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13		GO:0005743		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12966	protein		Reactome:R-HSA-6799202	20130528
